,m,build_year,location,floor,id,market,price,price_per_m2,date_created,date_lastmod,rooms,builttype,url
138,36,1982,lublin,floor_7,63048552,secondary,309000,8583,2022-05-05 13:11:42,2022-07-28 13:23:06,1,block,https://www.otodom.pl/pl/oferta/kawalerka-z-duzym-balkonem-czechow-ID4gxO8.html
139,,,,,,,,,,,,,
140,,,,,,,,,,,,,
141,33.2,1981,lublin,ground_floor,63242168,secondary,349000,10512,2022-06-28 14:55:50,2022-07-29 13:06:12,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-nowoczesne-gotowe-blisko-um-balkon-ID4hmaY.html
142,41.6,1965,lublin,floor_2,63242161,secondary,388000,9327,2022-06-28 14:55:31,2022-07-29 13:06:49,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-nowoczesne-swieze-balkon-rozklad-ID4hmaR.html
143,,,,,,,,,,,,,
144,62,1976,lublin,floor_3,63227564,secondary,499000,8048,2022-06-23 17:44:52,2022-07-25 16:15:37,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-po-remoncie-blisko-centrum-ID4hinq.html
145,,,,,,,,,,,,,
146,,,,,,,,,,,,,
147,53.34,2010,lublin,floor_1,63146397,secondary,448000,8399,2022-05-31 14:43:29,2022-07-30 15:01:38,2,block,https://www.otodom.pl/pl/oferta/sloneczne-dwupokojowe-mieszkanie-na-ponikwodzie-ID4gXgh.html
148,,,,,,,,,,,,,
149,69,2000,lublin,floor_1,63243623,secondary,575000,8333,2022-06-28 21:02:21,2022-07-30 21:05:39,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-4-pokoje-69m-1-pietro-z-garazem-ID4hmyr.html
150,,,,,,,,,,,,,
151,48.07,1980,lublin,floor_3,63025973,secondary,349000,7260,2022-04-27 14:21:07,2022-07-29 15:41:30,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-widokiem-na-piekna-zielen-ID4grWX.html
152,,,,,,,,,,,,,
153,64,2006,lublin,floor_2,63042413,secondary,519000,8109,2022-05-03 16:56:07,2022-07-19 07:44:21,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-64m2-bazylianowka-lublin-ID4gvd7.html
154,67.5,2022,lublin,floor_6,62931002,primary,599000,8874,2022-03-29 17:38:36,2022-07-29 18:47:07,3,apartment,https://www.otodom.pl/pl/oferta/usmiechnij-sie-apartament-3-pok-orkana-residence-ID4g3ea.html
155,82.78,1997,lublin,floor_3,62955406,secondary,535000,6463,2022-04-05 16:33:25,2022-07-26 12:09:39,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-dwupoziomowe-4-pokoje-czuby-ID4g9zM.html
156,57.51,2012,lublin,floor_1,62635738,secondary,549000,9546,2022-01-06 19:30:12,2022-07-29 14:54:07,3,block,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-57-51-lublin-ponikwoda-ID4eOpQ.html
157,,,,,,,,,,,,,
158,33.58,2011,lublin,ground_floor,63143642,secondary,355000,10572,2022-05-31 07:52:07,2022-07-30 08:15:11,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-w-nowym-bloku-na-dziesiatej-ID4gVxQ.html
159,43.62,2023,lublin,floor_2,62632925,primary,383856,8800,2022-01-05 15:55:51,2022-07-22 10:17:18,2,block,https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-d-mieszkanie-m14-ID4eNGt.html
160,56.15,2023,lublin,floor_1,62632360,primary,482890,8600,2022-01-05 14:59:36,2022-07-22 10:17:08,3,block,https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-ab-mieszkanie-m40-ID4eNxm.html
161,,,,,,,,,,,,,
162,51.18,2023,lublin,floor_3,62632642,primary,440148,8600,2022-01-05 15:22:30,2022-07-22 10:17:15,3,block,https://www.otodom.pl/pl/oferta/osiedle-jemioluszki-budynek-c-mieszkanie-m27-ID4eNBU.html
163,,,,,,,,,,,,,
164,,,,,,,,,,,,,
165,60.6,1985,lublin,floor_4,62944659,secondary,399000,6584,2022-04-02 09:37:12,2022-07-11 10:33:06,3,block,https://www.otodom.pl/pl/oferta/czuby-3-pokoje-piekna-zielona-okolica-ID4g6Mr.html
166,52,1954,lublin,floor_2,63153193,secondary,369000,7096,2022-06-02 09:53:09,2022-07-22 10:13:56,2,block,https://www.otodom.pl/pl/oferta/dwa-pokoje-drugie-pietro-bronowice-ID4gZ1T.html
167,42.91,2022,lublin,floor_4,63196801,primary,359000,8366,2022-06-14 12:16:08,2022-07-30 16:56:49,2,block,https://www.otodom.pl/pl/oferta/2-pok-42-91m2-stan-deweloperski-ID4hanf.html
168,,,,,,,,,,,,,
169,65,2010,lublin,floor_4,63299353,secondary,795000,12231,2022-07-14 00:00:41,2022-07-28 00:04:54,3,apartment,https://www.otodom.pl/pl/oferta/mieszkanie-65-m2-lublin-czuby-wisniowy-sad-ID4hB3j.html
170,65,2012,lublin,floor_2,63345481,secondary,584000,8985,2022-07-27 22:20:13,2022-07-27 22:24:21,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-65-m2-3-pokoje-ul-dunikowskiego-ID4hN3j.html
171,57,1969,lublin,floor_4,63345390,secondary,390000,6842,2022-07-27 21:35:17,2022-07-27 21:45:19,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-kalinowszczyzna-ul-dembowskiego-ID4hN1Q.html
172,73.5,2010,lublin,floor_5,63294901,secondary,795000,10816,2022-07-12 21:15:59,2022-07-27 21:17:42,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-73-5-m2-3-pokoje-garderoba-ID4hzTw.html
173,78.6,1993,lublin,floor_2,63254716,secondary,519000,6603,2022-07-01 13:11:56,2022-07-27 18:23:51,5,block,https://www.otodom.pl/pl/oferta/5-pokoi-przy-samej-politechnice-ID4hprm.html
174,54.55,2022,lublin,floor_4,63344644,secondary,600000,10999,2022-07-27 16:45:51,2022-07-29 17:12:03,3,apartment,https://www.otodom.pl/pl/oferta/nowe-3-pokoje-gotowe-do-wprowadzenia-ID4hMPO.html
175,50,2022,lublin,floor_5,63344069,secondary,498000,9960,2022-07-27 15:27:41,2022-07-29 15:37:15,3,apartment,https://www.otodom.pl/pl/oferta/ladne-i-nowe-3-pokoje-na-weglinku-ID4hMGx.html
176,47,2022,lublin,floor_3,63341850,secondary,465000,9894,2022-07-27 10:25:33,2022-07-27 15:26:26,3,block,https://www.otodom.pl/pl/oferta/3-nowe-pokoje-felin-ID4hM6K.html
177,,,,,,,,,,,,,
178,48,2022,lublin,floor_1,63297262,primary,440000,9167,2022-07-13 14:21:36,2022-07-27 14:22:49,2,apartment,https://www.otodom.pl/pl/oferta/ponikwoda-48m2-garaz-1-pietro-poludniowe-balkon-ID4hAwA.html
179,48.76,2022,lublin,ground_floor,62737562,primary,424460,8705,2022-02-05 09:12:18,2022-07-27 14:33:15,3,apartment,https://www.otodom.pl/pl/oferta/koncertowa-18-nowe-budownictwo-0-prowizji-ID4feUa.html
180,50,1965,lublin,floor_1,62667769,secondary,398850,7977,2022-01-17 11:18:23,2022-07-29 13:42:20,3,block,https://www.otodom.pl/pl/oferta/fantastyczne-mieszkanie-1-pietro-0-prowizji-ID4eVKt.html
181,,,,,,,,,,,,,
182,,,,,,,,,,,,,
183,50.04,2022,lublin,ground_floor,61702293,primary,400320,8000,2021-04-06 13:10:47,2022-07-28 09:01:01,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-nowa-jantarowa-b1m46-ID4aTAh.html
184,59.67,2022,lublin,ground_floor,61702220,primary,483327,8100,2021-04-06 13:00:48,2022-07-30 17:00:14,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-nowa-jantarowa-b1m1-ID4aTz6.html
185,78.35,2000,lublin,ground_floor,63292089,secondary,680000,8679,2022-07-12 12:26:33,2022-07-27 12:30:16,3,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-w-doskonalej-lokalizacji-ID4hza9.html
186,59.59,2008,lublin,floor_3,63035017,secondary,515000,8642,2022-04-29 15:20:49,2022-07-28 16:00:59,3,block,https://www.otodom.pl/pl/oferta/lublin-bazylianowka-3-pokoje-ul-dozynkowa-ID4guhP.html
187,54.5,1965,lublin,floor_2,63176088,secondary,489000,8972,2022-06-08 13:31:57,2022-07-27 12:21:40,3,block,https://www.otodom.pl/pl/oferta/lublin-lsm-ul-balladyny-3-pokoje-ID4h4Za.html
188,56,1971,lublin,floor_4,63060562,secondary,499000,8911,2022-05-09 13:50:48,2022-07-27 12:21:40,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-lublin-lsm-ul-krasinskiego-4pokoje-ID4gAWQ.html
189,124.95,1879,lublin,floor_3,62866909,secondary,960000,7683,2022-03-11 14:32:07,2022-07-27 11:46:40,5,tenement,https://www.otodom.pl/pl/oferta/centrum-125-m2-obok-placu-litewskiego-ID4fMyp.html
190,57.54,1974,lublin,floor_3,62987961,secondary,348000,6048,2022-04-14 18:12:00,2022-07-27 11:46:40,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-57-5-m2-melgiewska-ID4gi2R.html
191,69.2,1998,lublin,floor_1,63241688,secondary,569000,8223,2022-06-28 13:45:41,2022-07-28 14:01:28,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-czechow-dolny-ID4hm3e.html
192,,,,,,,,,,,,,
193,61.9,1970,lublin,floor_9,63341846,secondary,509000,8223,2022-07-27 10:25:15,2022-07-30 15:21:10,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-63-m2-3-pokoje-lsm-ID4hM6G.html
194,62.2,1978,lublin,floor_2,63279387,secondary,529000,8505,2022-07-08 13:01:12,2022-07-29 20:02:31,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-na-czechowie-idealne-pod-wynajem-ID4hwRh.html
195,61.8,1998,lublin,floor_3,63295642,secondary,439000,7104,2022-07-13 09:55:22,2022-07-27 11:18:04,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-klimatyczne-dwustronne-czuby-ID4hA5s.html
196,62.2,1986,lublin,floor_4,63279391,secondary,529000,8505,2022-07-08 13:01:21,2022-07-29 20:02:32,4,block,https://www.otodom.pl/pl/oferta/atrakcyjne-4-pokoje-na-czechowie-ul-lipinskiego-ID4hwRl.html
197,27.46,2022,lublin,floor_5,63277303,primary,346000,12600,2022-07-07 19:35:33,2022-07-27 11:06:24,1,block,https://www.otodom.pl/pl/oferta/kawalerkaeko-parkpiekna-brak-pcc-ID4hwjF.html
198,61.18,1960,lublin,ground_floor,63295979,secondary,495000,8091,2022-07-13 10:57:13,2022-07-27 10:56:10,3,tenement,https://www.otodom.pl/pl/oferta/mieszkanie-sprzedaz-3-pokoje-probostwo-lublin-ID4hAaT.html
199,60,1980,lublin,floor_10,63285536,secondary,499000,8317,2022-07-10 20:45:15,2022-07-27 10:45:12,4,block,https://www.otodom.pl/pl/oferta/czteropokojowe-mieszkanie-po-generalnym-remoncie-ID4hxss.html
200,80.2,2007,lublin,floor_2,63341897,secondary,599000,7469,2022-07-27 10:41:34,2022-07-27 10:42:00,3,block,https://www.otodom.pl/pl/oferta/czuby-dwupoziomowe-trzy-pokoje-miejsce-postojowe-ID4hM7w.html
201,46.1,1976,lublin,ground_floor,63270326,secondary,359000,7787,2022-07-06 12:31:41,2022-07-29 20:02:28,3,block,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-kalinowszczyznie-lwowska-ID4htw8.html
202,54.1,1999,lublin,ground_floor,63283076,secondary,481000,8891,2022-07-09 15:03:39,2022-07-29 20:02:37,3,block,https://www.otodom.pl/pl/oferta/trzy-pokoje-w-niskim-bloku-na-slawinie-ID4hvOM.html
203,74.6,1993,lublin,floor_2,63238997,secondary,590000,7909,2022-06-27 18:32:41,2022-07-27 18:35:48,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-4-pok-dziesiata-lublin-bezposrednio-ID4hllP.html
204,39,1970,lublin,floor_10,63227566,secondary,379000,9718,2022-06-23 17:45:06,2022-07-26 09:25:25,2,block,https://www.otodom.pl/pl/oferta/lsm2-pokoje-idealna-na-wynajem-wyposazone-ID4hins.html
205,83,2008,lublin,floor_3,63226874,secondary,575000,6928,2022-06-23 15:16:28,2022-07-25 14:04:10,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-bajkowa-slawinek-2-poziomy-ID4hici.html
206,59.7,1989,lublin,floor_4,63196080,secondary,430000,7203,2022-06-14 09:40:47,2022-07-28 09:46:39,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-59-7-m2-lublin-cena-do-negocjacji-ID4habC.html
207,,,,,,,,,,,,,
208,,,,,,,,,,,,,
209,60.78,2008,lublin,floor_2,63026297,secondary,540000,8885,2022-04-27 15:10:49,2022-07-29 15:41:31,3,block,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-panorama-na-miasto-ID4gs1b.html
210,48,1980,lublin,floor_4,63341881,secondary,410000,8542,2022-07-27 10:33:03,2022-07-27 10:33:32,3,block,https://www.otodom.pl/pl/oferta/czechow-blisko-medyczny-3-pokoje-po-remoncie-ID4hM7f.html
211,,,,,,,,,,,,,
212,58,1976,lublin,floor_4,63217055,secondary,482000,8310,2022-06-21 13:26:11,2022-07-25 14:06:38,4,block,https://www.otodom.pl/pl/oferta/wynajete-inwestycyjne-4-pokojowe-mieszkanie-lsm-ID4hfDW.html
213,,,,,,,,,,,,,
214,,,,,,,,,,,,,
215,36.21,1975,lublin,floor_6,62813244,secondary,389000,10743,2022-02-24 15:52:25,2022-07-29 13:11:54,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-komfort-swieze-przy-pl-balkon-ID4fyAQ.html
216,70,2011,lublin,floor_3,63199538,secondary,659000,9414,2022-06-15 12:06:04,2022-07-27 12:31:29,3,block,https://www.otodom.pl/pl/oferta/komfortowe-z-miejscem-postojowym-czuby-poreba-ID4hb5o.html
217,68.5,1974,lublin,floor_1,62686094,secondary,500000,7299,2022-01-21 14:53:16,2022-07-20 16:15:37,4,block,https://www.otodom.pl/pl/oferta/4-pokoje-pierwsze-pietro-ID4f1v2.html
218,,,,,,,,,,,,,
219,58.5,2007,lublin,floor_2,62992157,secondary,549000,9385,2022-04-16 07:35:11,2022-07-15 08:15:04,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-sprzedaz-3-pokoje-lublin-ponikwoda-ul-ID4gj8x.html
220,50.95,1957,lublin,floor_2,63000396,secondary,429000,8420,2022-04-20 11:02:30,2022-07-28 16:14:12,2,tenement,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-500-m-od-bramy-krakowskiej-ID4glhq.html
221,59.91,2022,lublin,ground_floor,61702273,primary,485271,8100,2021-04-06 13:06:11,2022-07-31 09:00:20,3,tenement,https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-nowa-jantarowa-b1m41-ID4aTzX.html
222,,,,,,,,,,,,,
223,,,,,,,,,,,,,
224,97.5,1994,lublin,floor_4,61875404,secondary,720000,7385,2021-05-20 20:30:20,2022-07-15 08:38:30,5,block,https://www.otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-przy-rondzie-krwiodawcow-ID4bCCo.html
225,49.62,2018,lublin,floor_1,62951783,secondary,446000,8988,2022-04-04 18:50:34,2022-07-13 11:05:07,2,block,https://www.otodom.pl/pl/oferta/koralowa-dwa-pokoje-50mkw-miejsce-postojowe-ID4g8Dl.html
226,47.4,2023,lublin,ground_floor,62704923,primary,346020,7300,2022-01-27 10:53:48,2022-07-29 09:00:40,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-51-ID4f6pJ.html
227,48.11,1980,lublin,ground_floor,63094433,secondary,399000,8293,2022-05-17 18:31:43,2022-07-29 13:55:40,2,block,https://www.otodom.pl/pl/oferta/2-pokoje-dwustronne-blisko-um-ID4gJK9.html
228,36.92,2023,lublin,ground_floor,62704925,primary,280592,7600,2022-01-27 10:54:18,2022-07-30 09:00:30,1,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-53-ID4f6pL.html
229,,,,,,,,,,,,,
230,46.94,2023,lublin,floor_3,62704916,primary,347356,7400,2022-01-27 10:52:59,2022-07-28 09:00:58,2,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-48-ID4f6pC.html
231,,,,,,,,,,,,,
232,44.38,1968,lublin,floor_1,63340151,secondary,315000,7098,2022-07-26 16:25:33,2022-07-28 16:23:36,2,block,https://www.otodom.pl/pl/oferta/2pokoje-44-4m2-przyjazni-ID4hLFl.html
233,47,1979,lublin,floor_1,62978188,secondary,355000,7553,2022-04-12 12:21:16,2022-07-20 11:15:24,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokoje-47-m2-kalinowszczyzna-1-pietro-ID4gfwe.html
234,29.51,1910,lublin,ground_floor,63198978,secondary,255000,8641,2022-06-15 10:16:35,2022-07-22 11:06:47,2,tenement,https://www.otodom.pl/pl/oferta/ostatnie-mieszkanie-30m2-2-pokoje-parter-ID4haVm.html
235,,,,,,,,,,,,,
236,,,,,,,,,,,,,
237,49,2013,lublin,floor_2,63035639,secondary,449000,9163,2022-04-29 17:15:15,2022-07-28 18:00:37,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokoje-49-m2-weglinek-2013-r-ID4gurR.html
238,47.75,2013,lublin,floor_1,63341238,secondary,450000,9424,2022-07-26 23:07:30,2022-07-27 00:33:06,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-48m-krysztalowa-weglinek-ID4hLVS.html
239,,,,,,,,,,,,,
240,,,,,,,,,,,,,
241,,,,,,,,,,,,,
242,48.98,1979,lublin,floor_1,63340654,secondary,429000,8759,2022-07-26 18:33:09,2022-07-26 18:52:51,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-do-wejscia-dunikowskiego-ID4hLNs.html
243,59.02,1997,lublin,floor_3,63261046,secondary,539000,9132,2022-07-04 12:12:51,2022-07-26 18:16:45,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-na-wieniawie-blisko-centrum-ID4hr5s.html
244,,,,,,,,,,,,,
245,,,,,,,,,,,,,
246,,,,,,,,,,,,,
247,62,1997,lublin,floor_3,63338058,secondary,415000,6694,2022-07-26 11:04:41,2022-07-26 17:05:13,3,block,https://www.otodom.pl/pl/oferta/przestronne-62m2-czuby-os-poreba-blok-1997r-ID4hL7A.html
248,49,1989,lublin,floor_4,63338057,secondary,429000,8755,2022-07-26 11:04:31,2022-07-26 16:39:07,2,block,https://www.otodom.pl/pl/oferta/do-wejscia-2-pokoje-czuby-duzy-balkon-1-pietro-ID4hL7z.html
249,50,1989,lublin,floor_2,63312396,secondary,410000,8200,2022-07-18 12:13:33,2022-07-29 09:15:13,2,block,https://www.otodom.pl/pl/oferta/czuby-2-pokoje-do-wejscia-ID4hErG.html
250,,,,,,,,,,,,,
251,41.05,2000,lublin,ground_floor,63300966,secondary,339000,8258,2022-07-14 13:11:38,2022-07-29 16:10:55,2,block,https://www.otodom.pl/pl/oferta/slawinek-41-mkw-z-dzialka-ID4hBtk.html
252,53.53,2022,lublin,floor_1,62720855,primary,440000,8220,2022-02-01 10:06:31,2022-07-26 13:05:51,3,block,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-pow-53-53-m2-weglinek-ID4fayH.html
253,64.92,2023,lublin,floor_3,62705016,primary,460932,7100,2022-01-27 11:07:30,2022-07-26 12:30:32,3,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-103-ID4f6re.html
254,65.93,2023,lublin,floor_3,62705009,primary,468103,7100,2022-01-27 11:06:02,2022-07-26 12:30:31,3,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-97-ID4f6r7.html
255,32.74,2023,lublin,floor_3,62705012,primary,252098,7700,2022-01-27 11:06:44,2022-07-26 12:30:32,1,block,https://www.otodom.pl/pl/oferta/nowa-kreta-b1-mieszkanie-lm-100-ID4f6ra.html
256,,,,,,,,,,,,,
257,,,,,,,,,,,,,
258,,,,,,,,,,,,,
259,57.32,2014,lublin,ground_floor,63190395,secondary,630000,10991,2022-06-12 18:01:37,2022-07-22 13:33:59,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-57-32-2-pokoje-ul-polnocna-6-ID4h8HW.html
260,58.6,1987,lublin,floor_2,63164865,secondary,455000,7765,2022-06-06 09:11:48,2022-07-14 16:54:26,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-na-dziewanny-60m2-ii-pietro-niski-blok-ID4h249.html
261,,,,,,,,,,,,,
262,48.2,1974,lublin,floor_3,63085082,secondary,399000,8278,2022-05-15 21:20:48,2022-07-20 13:58:40,3,block,https://www.otodom.pl/pl/oferta/mieszkanie-48-m2-kalinowszczyzna-lublin-ID4gHjk.html
263,,,,,,,,,,,,,
264,46,1966,lublin,floor_1,63028472,secondary,389000,8457,2022-04-28 10:21:30,2022-07-29 12:12:30,3,block,https://www.otodom.pl/pl/oferta/3-pokoje-46-m2-lsm-blisko-uczelni-ID4gsAg.html
265,,,,,,,,,,,,,
266,69.99,2023,lublin,floor_1,62900208,primary,525000,7501,2022-03-21 14:20:45,2022-07-27 12:21:27,4,block,https://www.otodom.pl/pl/oferta/mieszkanie-lublin-bazylianowka-2023-4pokoje-ID4fWdu.html
267,,,,,,,,,,,,,
268,45.7,1970,lublin,floor_4,62824876,secondary,345000,7549,2022-02-28 17:22:17,2022-07-28 18:31:03,2,block,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-przy-ul-zana-ID4fBCs.html
269,,,,,,,,,,,,,
